Remove	STRING	LEN	FREQ	Orth	Orth_F	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C	UN1_F	UN1_C	UN2_F	UN2_C	UN3_F	UN3_C
0	aboup	5	NA	1	2322.72	5201.41	169	2080.75	14.25	1729.34	2.67	193538.21	24099.4	15560.38	1734.75	2259.4	122.67
0	acree	5	NA	3	29.21	11004.79	435	494.62	27.75	253.56	3.33	356778.38	46163.8	22725.67	3119.75	1555.02	227.67
0	acuth	5	NA	1	16.6	6155.62	217.8	624.08	20.25	188.26	2.67	250643.47	26722.4	40270.16	1782	496.74	97.67
0	aftel	5	NA	1	1185.51	7606.6	315.8	1697.31	31.75	991.21	2	312025.75	36158.8	14176.94	2779.5	1834.68	156
0	aften	5	NA	2	827.45	7903.4	315	2091.48	30	1116.02	1.67	335361.49	38067.2	21080.87	3585	2319.62	270
0	aftes	5	NA	2	592.75	9525.44	585.2	2452.9	103.5	1032.1	9	330763.22	40463.2	18953.23	5025	1785.02	412.33
0	agaim	5	NA	1	766.8	5556.96	215.4	768.81	12.5	536.8	2	251143.85	32719	8876.57	1352.5	1120.92	49.67
0	agair	5	NA	1	766.8	7789.99	255	1516.89	13.75	550.72	2.67	279180.01	37641.6	8786.29	1319.25	1528.47	120.33
0	agend	5	NA	2	22.96	9299.68	252.6	731.24	17	67.96	3	288042.2	36424.4	27397.77	3027.25	2486.84	437.67
1	aheat	5	NA	3	45.65	12068.28	271.8	2989.82	27.5	343.93	5.33	384347.93	39571.8	46913.36	3261	2091.71	253.67
1	ahere	5	NA	2	2133.32	14524.83	318.4	4689.04	30.25	2878.67	2.33	382391.4	44117.4	59991.2	5289	9936.12	496.67
1	aimen	5	NA	2	9.85	8923.78	404	1021.31	28	306.67	5.67	319585.97	41476.6	24021.81	2956.75	3212.43	457.67
0	aimit	5	NA	2	44.86	7735.63	284	250.39	18.5	54.46	2.67	297507.98	38326.2	17988.37	2205.5	639.43	154.33
1	alace	5	NA	5	112.56	10467.57	360	1648.74	46.5	579.5	5.33	314305.11	39843.4	19330.92	3308.75	1440.08	238
1	albow	5	NA	2	52.44	3217.06	169.4	306.31	13.5	12.43	1	206713.84	24015.2	13168.39	1868.5	78.83	36
0	alide	5	NA	8	20.78	10107.07	336	459.8	30.75	98.98	7	308988.96	40855.4	20874.4	3842	2246.35	509
0	alips	5	NA	5	2.57	8685.79	531.8	450.35	45.75	70.96	8	239909.79	37343.6	13838.95	2843.75	847.83	395
1	aloff	5	NA	2	3.63	5013.36	211.8	655.89	31	180.84	2.67	212922.87	24055.4	20519.8	2104.25	868.22	72
0	alons	5	NA	4	128.62	9666.73	558.8	1169.17	57.75	362.23	7	285078.16	38860.6	25886.69	4450	2806.93	626.33
0	aloon	5	NA	1	4.05	6446.92	263.2	869	43.5	302.24	5.33	296958	35349	25524.81	3947.75	1199.73	147.67
0	alose	5	NA	3	147.03	10333.56	339.4	2028.63	47.5	721.89	6.67	331991.76	43777.4	20296.82	3105.75	1605	172.33
0	aloto	5	NA	0	0	5982.45	278.4	690.95	37.75	201.48	4.67	318052.04	35215.4	24754.4	2788.25	542.38	127
0	amoke	5	NA	2	32.51	8379.84	285.2	410.05	16.25	208.98	4	272009.6	31698.4	8580.91	1240.5	680.72	90
0	amone	5	NA	3	171.4	10069.35	309.4	715.15	25	336.43	5	323125.97	38461	22517.96	3566.5	3118.93	339.67
0	amony	5	NA	2	155.16	7215.24	303.6	618.4	25.25	210.29	3.67	234818.43	27579.4	17741.24	2538.75	889.28	177
0	angro	5	NA	2	34.03	4937.02	162.6	109.36	7.75	80.77	2.67	263707.58	34027.4	32046.93	4626.75	1319.83	240.33
0	apach	5	NA	1	0.71	7120.52	245.6	1616.15	35.5	161.5	4	240696.12	27003.8	11701.6	2100.25	1046.24	145.67
0	apard	5	NA	2	60.5	8636.4	298	964.78	30.5	237.69	5	250289.94	32106.8	13453.56	2296.75	2407.32	380
1	aread	5	NA	5	66.8	9664.55	318.6	1149.53	37.75	491.25	8.33	338831.92	41556.2	32885.84	4099	5863.88	440.67
1	areed	5	NA	7	10.36	12348.71	455.8	1529.95	93	225.02	9.67	366733.09	45874.4	36452.65	5195.25	3954.82	268
0	arger	5	NA	2	28.08	9967.84	391	2006.97	61.5	59.22	5	294575.97	40153.6	28330.34	4578.75	1416.34	225
0	argun	5	NA	3	13.19	5835.78	207	149.27	11.25	48.11	2.33	222663.38	31061.2	12769.21	2123.75	542.77	65
1	armen	5	NA	2	18.74	8553.7	383.2	985.56	26.5	199.82	2.33	307080.76	39670.4	27283.24	3649.5	2678.6	483.67
0	arown	5	NA	5	35.96	6760.63	256	900.75	39.5	280.57	8	265368.87	31676.6	18029.74	2437.75	1763.47	170
1	asken	5	NA	4	120.65	7038.49	291.2	1166.55	28	440.78	3	296929.58	40038.8	22496.52	2641	781.42	85.67
1	askes	5	NA	4	123.06	8660.54	561.4	1527.97	101.5	447.01	10	292331.31	42434.8	20368.88	4081	710.8	93
0	auddy	5	NA	3	6.23	4303.19	292.6	137.26	19.75	24.53	5.67	182451.88	22358.8	2376.74	513	184.98	57
0	awans	5	NA	1	2.74	8926.04	538.8	566.18	46.5	176.91	8.33	281265.12	35693	24665.81	2692.5	1272.71	258.33
1	awart	5	NA	4	56.41	8443.87	281.4	990.17	31.25	253.9	5.67	298193.79	33257.2	16378.94	1962	2238.61	255
1	basts	5	NA	12	10.37	7234.4	645.2	652.07	88	207.61	16.33	273545.18	38487.8	20309.49	3296.25	1596.27	441
1	beate	5	NA	1	7.97	10375.8	466.2	2059.34	60	272.22	11.67	376568.93	43529.4	31313.77	4777.25	3978.22	998
0	beath	5	NA	5	64.15	7741.96	393.6	2051.29	60.25	238.15	9.33	321252.56	33314	54590.35	3388.25	2144.42	293.67
1	begal	5	NA	5	88.47	5753.72	290.2	1068.8	36.25	357.55	5.67	244684.59	32398.4	15117.66	2055	641.65	108.33
0	begue	5	NA	2	32.6	8442.25	330	723.33	26.25	232.8	5.67	262158.86	34543.2	7550.67	895	545.57	73.33
0	beigh	5	NA	3	3.95	7616.11	333	736.83	27.5	299.07	3.67	244346.7	30309.6	11387.88	1048	2275.42	216.33
0	beigs	5	NA	3	1.01	9123.51	604.2	740.24	37	294.43	4.33	248151.19	38004.2	9364.95	988.5	539.04	57
0	beink	5	NA	3	286.93	8574.04	355	2117.41	50.25	886.92	5.33	242174.05	33285	27347.83	3856.25	1222.26	109
0	beins	5	NA	4	220.79	10857.34	636.2	2020.31	65	617.79	8.67	288692.14	42443.6	29726.19	4625	1597.6	225.67
1	beize	5	NA	3	5	10006.14	378.6	708.81	25.5	301.57	2.33	283437.25	37610	7596.02	1087	699.6	271.67
0	bires	5	NA	14	7.41	11077.14	748.4	1680.3	117.5	126.12	16.33	279928.48	42537.4	26907.55	5384.5	2855.71	553.33
1	birst	5	NA	2	623.57	8455.78	356.2	1430.1	32.75	881.76	3.67	254108.94	37487	15186.59	3136.75	1172.38	91.33
0	blace	5	NA	9	105.47	9897.46	386	1631.47	50	717.58	8	251209.75	33585.6	13480.95	2560.75	1534.56	238.67
1	blair	5	NA	1	3.15	8029.82	338.4	1783.41	40.5	230.79	6.67	233289.84	33914.8	11472.49	2063.75	971.24	195.67
0	blief	5	NA	1	47	8911.68	417.4	510.74	33.25	91.44	5	231577.89	31934.6	10825.68	2812.25	1029.86	219.67
0	blike	5	NA	2	12.55	9358.88	368	399.73	29.5	31.97	3.33	218838.3	31376.6	10316.67	2109.75	2019.98	127
0	blong	5	NA	2	154.09	7073.94	288.2	1980.56	48	521.22	7.33	186040.12	25767.4	26114.48	4797.5	1789.15	196.33
0	blont	5	NA	4	5.09	8666.66	339.2	1341.22	49	345.51	6	247675.12	30073.2	24320.07	3968.25	1737.63	234.33
0	blony	5	NA	2	6.87	7368.94	380.4	1018.11	47.25	270.26	8.33	185187.13	24242	18009.29	2844.75	994.08	129
0	blort	5	NA	1	0.24	8614.44	327.4	992.95	42	174.51	6	238911.47	30167	17151.23	2519.5	1523.83	271.67
0	blubs	5	NA	5	7.54	6990.28	505	325.04	34.5	29.63	5.33	136855.65	23977.4	3588.81	988.25	219.05	81.33
0	bluse	5	NA	2	2.2	9546.45	335.8	1516.1	46.25	263.55	8	227852.19	34553.4	13745.85	2252.5	1546.83	227.33
0	boade	5	NA	1	11.9	11634.53	469	475.45	38.5	125.85	5.33	291781.76	34089	11649.59	1996.75	1008.56	204
0	bords	5	NA	8	45.23	9766.93	637.8	1279.96	63	259.53	9.33	212493.81	31063.4	13811.45	1894.75	1196.84	202.67
0	brait	5	NA	4	18.73	8638.04	367.2	942.22	53.75	122.85	10	277719.64	35689.6	18072.51	2788.25	859.43	212.33
0	breps	5	NA	4	0.16	8617.97	557	862.9	54.75	107.13	6.33	234558.55	36104.8	17060.26	2478.75	755.9	211.33
0	brial	5	NA	3	19.24	7558.04	330	955.22	50.75	136.65	6.67	233289.84	33914.8	15267.64	3252.5	1743.2	353.67
1	bries	5	NA	10	9.61	12161.04	736.6	1699.1	128.25	265.83	14.67	279928.48	42537.4	17757.15	5426.25	2610.24	920
1	brime	5	NA	7	19.04	9823.11	376.6	723.57	45.25	176.14	9.33	247726.95	35312.6	15549.71	2632	1679.38	215.33
0	brong	5	NA	4	95.35	7581.23	308.2	2072.76	54.5	499.9	9.33	200612.21	27769.6	27347.03	4854	1629.94	263.67
0	bruid	5	NA	3	0.79	8361.04	322.4	438.95	31.75	34.39	3.33	179789.44	27601.2	5560.24	1071	178.93	56.33
1	bunce	5	NA	3	7.44	7982.78	369.2	926.73	38.75	255.46	7.67	221770.42	30813.6	12495.92	2009.5	2613.91	417.67
1	caken	5	NA	5	72.15	8496.58	476.6	1271.24	48	377.5	10	267512.07	34390.6	18900.55	2857.75	1278.12	145.33
0	calps	5	NA	5	14.34	6762.9	636.2	483.6	58	46.13	3.67	202152.44	32191.4	12382.69	2269.25	1174.74	328
0	calue	5	NA	2	56.58	8386.49	428.2	447.19	38	93.28	3	261530.04	35163	13352.03	2495	1397.01	359.67
0	carcy	5	NA	1	98.76	7522.69	455.2	754.58	48	87.3	6	187541.45	27113.2	13042.78	2293.5	818.05	209.67
0	carke	5	NA	1	2.38	9125.42	463.8	805.01	55.5	75.71	8.33	258748.41	34484.4	15570.7	2518.75	1149.06	227.33
1	cauld	5	NA	2	953.2	10206.81	422.8	3067.33	33.75	1666.85	4	190555.37	26704.6	10699.27	1644.25	2575.36	61
0	caung	5	NA	1	10.11	8077.45	363.4	1726.7	46.5	216.53	6	197411.24	27715.2	17225.24	3674.75	901.81	101
0	chaky	5	NA	3	1.61	9028.51	374	570.63	47.5	89.08	9	170801.76	18210.4	15304.24	1315.25	919.34	179.33
0	chall	5	NA	3	81.92	11010.97	330	1249.84	47.25	411.29	8.67	216640.58	27121	27271.45	3151	4593.93	660
1	cheir	5	NA	4	768.54	11974.18	287.8	4050.49	28.75	2032.49	4	286191.14	37249.8	37865.95	1850	2832.01	271.67
1	chere	5	NA	3	1423.24	14227.73	350.6	4948.06	46.25	2912.15	5.33	329363.18	40266.6	64450.51	5933.75	10714.96	741.67
1	chery	5	NA	1	0.36	11373.61	344.8	4111.68	46.25	1675.83	7	241055.65	29385	52089.21	4347.75	7479.39	539.67
1	chese	5	NA	5	265.58	13820.33	341.6	4027.45	47.75	905.76	5.33	333528.56	42568.8	49813.22	5209	2399.3	478.33
0	chice	5	NA	6	1.58	13846.83	356.2	3538.15	45.5	1503.38	9.33	260939.01	33903.8	20925.45	2697.5	2977.28	332.67
0	chich	5	NA	2	1666.3	11212.99	283.6	4063.93	53.75	2459.75	7.33	205622.64	23688.4	20881.84	2769	3309.34	255.67
1	chily	5	NA	4	113.59	11914.94	374.2	2871.54	59.25	610.08	8.67	183311.51	24366	19753.19	2684	1941.51	326
1	ching	5	NA	6	88.09	11135.83	285.2	4128.6	60.25	1593.3	17.67	207500.25	27799.8	40934.83	6393.5	12819.97	2715.67
0	chird	5	NA	5	127.28	12728.87	336	2217.78	42.75	366.85	9.33	215216.47	28791.4	16012.67	1776.75	1156.22	248
0	chite	5	NA	8	49.17	13389.77	391	2726.36	48.5	696.9	9.67	316048.85	37022.4	29847.74	3941.25	2032.39	358.67
0	cives	5	NA	12	22.59	10354.06	696	1873.26	112.75	437.37	16.33	249642.02	38199.6	19896.25	4463.25	2459.11	445
1	clast	5	NA	5	55.26	8592.57	351.4	1577.24	54.75	394.5	11.33	264874.86	36590.4	21243.63	3411.25	1897.74	396
0	cleed	5	NA	2	4.34	11544.31	468	1424.87	93.75	212.71	8.33	299132.78	40021.4	21714.5	3794.25	1242.94	182.67
0	cleps	5	NA	5	2.58	8383.67	543.2	618.04	48.25	169.32	5.67	230053.61	36509.6	9569.93	2038.5	604.21	108
0	clice	5	NA	5	6.98	10883.27	371.4	1958.62	39.75	193.77	7	246006.03	37294	15162.8	2981.5	1626.12	265
0	clong	5	NA	5	62.79	7346.94	294.4	2065.47	49.25	553.03	8	196107.27	28174.4	25289.03	4549.25	1935.34	212.33
1	coade	5	NA	0	0	11907.54	475.2	1007.6	45.5	119.03	5.33	301848.91	36496	15084.13	2668.5	1001.1	186
0	coman	5	NA	4	96.93	7875.52	344.4	1493.05	41.25	428.03	7	242196.58	30292	30162.12	3573	3699.1	517
1	coney	5	NA	5	82.06	10726.46	586.4	1182.46	58.75	306.61	8.33	265503.62	33474.2	24581.48	3887.25	4611.1	675.67
1	costy	5	NA	1	91.44	7642.58	434.6	1068.24	55	92.17	5.33	235085.8	30819.8	17448.18	3307	1124.09	166
0	coubt	5	NA	3	119.84	9643.7	351.8	2848.5	42.5	813.09	3.33	203232.42	24647.6	16361.83	1997.5	1780.14	137
0	cound	5	NA	10	309.9	11585.56	413.6	3592.62	57.75	1638.13	9.67	202160.24	26898.8	30459.17	3133.75	4725.97	491
1	couse	5	NA	11	64.02	12629.83	428.2	4038.7	63.5	1158.11	9.67	268536.64	37753.2	26699.73	3342.5	4170.15	672
1	coved	5	NA	15	25.42	11909.63	507.4	2212.6	108.25	362.67	12.67	233719.22	29246.4	24076.97	3791.75	2444.04	283.33
0	creue	5	NA	1	1.55	10514.56	355.2	703.34	34.5	36.57	4.67	304003.3	41483.4	16512.12	2388	551.58	113.33
0	crong	5	NA	4	49.91	7854.24	314.4	2000.46	56.5	484.49	10.67	210679.37	30176.6	27481.75	4959.25	1565.08	287.33
0	crove	5	NA	8	18	9244.83	360.2	958.2	51	237.65	9.33	249016.64	32881.8	15311.55	2203.5	2302.83	358
0	daing	5	NA	2	156.88	8281.37	370.8	2368.35	52.25	1015.96	11.67	244870.16	33407.6	33471.97	5814.75	11807.19	2534
0	deard	5	NA	4	77.13	9149.47	389.2	1909.15	57.75	781.44	12	295758.42	37416	21252.33	3202.25	3513.38	396.33
0	deast	5	NA	6	69.92	8689.55	368.6	1895.6	58	391.98	8	345078.92	43126.2	28132.1	4033	2651.33	360
0	delow	5	NA	1	132.07	3361.2	261.6	361.85	31.75	128.21	4	254636.88	30451	16268.55	2651.25	1143.89	192
0	delse	5	NA	2	7.05	8385.45	368.4	1292.82	42.5	36.53	3	328550.3	45669.6	17586.89	2893.75	576.6	134.67
1	derms	5	NA	5	32.57	7105.37	569.6	491.98	44.5	161.34	5.33	259408.98	37926.2	23357.91	4179.75	1859.76	455.33
0	detan	5	NA	0	0	5661.96	286	557.49	29.25	20.82	2	349677.2	40730.2	28540.3	3861.75	1162.21	249.33
0	dever	5	NA	7	135.98	9042.76	418	2962.07	79.75	829.59	9.67	298603.4	38624.8	31009.85	4735.25	5904.64	491.67
0	dizza	5	NA	2	3.63	2495.85	186.6	40.29	15	5.14	2	171877.58	23138.2	3663.52	1274.5	25.15	54.33
0	doins	5	NA	5	59.1	12166.91	655	1931.27	62	602.3	9.33	269081.96	38528.8	25722.48	4531	1662.55	257.67
1	doozy	5	NA	2	0.36	7636.27	385.6	376.47	35.75	21.75	2.33	179059.53	19798	4644.29	673.75	169.99	32.67
0	dould	5	NA	3	1610.21	11231.25	382.2	5055.13	37.25	3279.7	4.33	188779.21	24701	18083.05	1658.25	4143.57	65.67
0	doung	5	NA	2	358.83	9101.89	322.8	3714.51	50	778.64	7.67	195635.08	25711.6	24609.02	3688.75	2127.94	235.67
0	dravy	5	NA	1	3.93	5664.82	353	647.82	43.25	122.83	7	182394.69	23425	7166.38	1628.75	401.85	111.33
0	dreat	5	NA	5	149.48	8476.49	311	1391.62	43.5	676.06	9	340913.54	40824	32910.65	4478.75	4025.02	394.67
0	dribi	5	NA	0	0	5141.28	239.8	606.84	35.25	105.2	4.33	217293.64	33583	7288.71	1942.25	545.07	131.33
0	droat	5	NA	1	0.06	7656.17	325.8	856.4	40	53.9	5.67	301281.5	34791.6	18184.35	3082	528.06	151.33
0	drout	5	NA	1	33.2	7299.42	294.8	1958.98	43	957.89	7.33	248506.43	30111.2	20949.35	2269.25	3864.47	351
0	dusit	5	NA	0	0	5193.74	274.6	279.54	27.25	84.7	2.33	249131.81	35429	18332.4	2372.25	1159.49	164
0	dyina	5	NA	1	42.89	5672.36	234.4	1213.07	26.5	79.09	2	244017.17	31882.2	22693.98	3909.25	1032.7	292
1	eagur	5	NA	1	24.75	6176.89	278.2	252.55	16	19.28	1.67	269576.98	35978	12821.49	1778	188.43	50.33
1	earry	5	NA	6	82.68	7015.44	415	1083.56	45	365.29	9.33	293722.98	38628.2	17501.22	2332	2758.02	290
1	eatch	5	NA	8	34.22	6248.24	295.4	1702.41	42.25	230.06	11	331319.72	35721	22501.72	3309.75	1846.42	309.33
0	elife	5	NA	2	11.78	8516.93	295.2	164.32	19.5	26.47	1.33	322574.43	42510.6	12918.96	2399	1310.92	205
0	evere	5	NA	1	546.44	9521.61	254.4	2724.35	24.5	1810.74	3.33	369578.07	47083.2	40109.19	5475	9892.87	720.33
0	exill	5	NA	1	10.05	6913.5	211.8	1200.25	25.5	360.98	5.33	234799.46	34409.4	10570.51	1696.25	1894.17	222.33
1	exise	5	NA	2	36.32	9015.07	265	1226.18	30.25	90.83	3.33	323786.27	45539	17103.11	2343	773.94	158.33
0	extry	5	NA	2	55.86	4512.79	221.6	442.52	16.75	64.17	1.33	248665.85	30321.6	6810.82	1207	908.67	106.67
0	facks	5	NA	12	15.19	6285.23	583.4	534.56	63.5	136.64	19	177623.41	25665.2	6787.65	1372.25	1693.66	339.33
0	fadge	5	NA	4	2.07	7608.72	379	450.15	36.5	52.1	7	249665.42	30219.8	8704.08	1167.75	287.25	78.67
1	fallo	5	NA	1	27.9	5943.08	351.6	513.81	47.5	114.56	6.67	227963.91	28351.6	17886.71	2786.5	3911.15	548.33
0	falps	5	NA	1	27.9	6441.8	610	445.93	51.5	53.74	2.33	197791.45	29239	9934.23	1612.25	159.86	48.33
1	fange	5	NA	3	33.61	7930.99	420.6	660.03	56.5	95.33	9	273726.49	33761.4	29693.18	4099.75	1649.58	310
0	fanks	5	NA	9	9.41	6848.88	627	667.45	71.25	87.45	12.33	211639.2	28917.4	18607.65	1901.5	414.09	117.33
0	fause	5	NA	3	66.89	10445.87	414.4	1485.82	42.25	315.19	6	275906.52	36515	13420.94	1903	1944.58	186
0	fible	5	NA	3	11.82	9444.2	340.6	1020.37	26.75	99.47	3.33	231577.89	31934.6	11377.91	2371	1878.33	396.67
0	fiece	5	NA	2	59.11	11434.54	365.2	1184.35	28.5	124.3	2.67	311894.38	41166.8	12484.26	2383.25	630.39	173.33
0	fiews	5	NA	2	23.92	8954.87	538.2	673.1	26.75	83.73	5.33	255518.64	35108	6067.67	1457	456.21	131.67
0	fince	5	NA	5	108.31	9156.56	367.8	1545.62	50.75	442.82	9.33	264980.78	36250	29271.03	4728.25	3637.55	510.67
1	firee	5	NA	2	22.55	12155.49	529.8	1366.82	42	709.93	8.33	337146.52	44512.8	22991.6	2864.5	2056.96	243
1	firld	5	NA	2	78.29	9403.93	365.4	2790.37	25.25	728.29	2.33	195922.5	29229.2	8438.17	930	1034.5	73.33
0	firls	5	NA	5	42.57	9781.36	599.4	1471.89	50.75	539.9	4	215385.3	35166.8	6572.62	1073.25	836.19	75.33
0	firse	5	NA	1	1210.08	9964.08	383.2	2371.96	43	913.71	6	285634.64	41992	15081.01	2415	1691.18	163.67
0	firty	5	NA	4	41.35	6674.4	406	1422.5	41.25	617.95	5	223019.43	28580.8	8780.58	1322.25	985.7	88
0	flory	5	NA	2	24.18	7268.63	348.6	1028.57	50	175.86	6	182129.64	23790.4	15230.79	2071.25	692.12	144
0	flump	5	NA	5	4.82	4417.23	208	216.9	35.75	40.46	9	112814.84	17333.8	3733.17	1130	339.19	154
0	focky	5	NA	2	5.65	6420.41	366.6	429.46	39.75	60.09	7.33	129096.87	15590.2	6497.96	980.5	378.22	148.33
0	forst	5	NA	2	635.44	10340.69	381.6	1784.59	45.75	643.14	9	263355.09	33926	24945.83	3789.5	5314.29	363
0	foubt	5	NA	2	75.7	9322.6	325.6	2412.49	29.25	265.83	2	198871.43	21695.2	14854.67	1225.5	634.13	51.67
1	fould	5	NA	5	1064.33	11748.57	384.2	5146.53	35.25	3391.09	4.67	174463.51	22038	20022.44	1654.75	4363.08	64.33
0	frece	5	NA	0	0	11064.46	344.4	1225.63	35.25	78.93	4	299389.17	39360.6	23854.3	3077	1352.31	290
0	froke	5	NA	2	37.33	8992.75	362	815.26	39.25	211.2	5.67	242656.55	29817.8	10872	1519.25	2069.85	103
1	frong	5	NA	4	115.45	7533.14	288.2	1986.05	49	525.84	8.67	206318.37	27224.2	28137.53	4770.25	2872.29	243.33
0	gamen	5	NA	2	32.07	8149.26	460.2	1006.04	41	267.16	8.33	275303.47	35137.2	21276.02	2885	3289.75	484.33
1	gazen	5	NA	3	5.71	7688.2	436.8	631.2	31.75	35.5	7	255336.51	32611.6	12941.22	2100.75	140.84	38.67
0	geess	5	NA	2	32.66	10118.17	567	883.6	28	107.86	3.33	330807.9	49076.2	18897.47	4695.25	2170.22	834
1	giper	5	NA	5	0.89	8885.58	412.6	2137.81	68.25	94.73	7.33	246440.38	36828.6	21636.59	3965	1633.45	387.33
0	givil	5	NA	1	66.04	5507.42	248.2	621.06	19.75	202.59	3.67	181207.36	29691.2	8445.79	1563	1008.9	115.67
0	glame	5	NA	6	10.82	8328.45	349.8	651.83	39.5	101.59	5.33	251967.72	33228.8	12909.97	2187.75	1341.28	188.33
0	glose	5	NA	5	46.8	9488.89	337.8	1866.66	46.25	560.56	7	272438.39	38739.4	12984.67	2103.75	1430.62	173.33
0	goich	5	NA	0	0	10512.25	351.2	2748.28	38.5	1428.56	1.33	214781.81	26684.2	11241.62	1910.75	1601.98	38
0	goink	5	NA	1	709.45	10174.46	368.2	2081.38	43.5	1017.52	5.67	206084	28472.4	22838.51	3671	1437.44	144.67
0	gooks	5	NA	9	37.74	9942.93	619.2	817.36	63.5	211.34	6.67	205025.72	27852.8	5443.13	815.25	1381.74	100.67
0	goore	5	NA	1	6.25	12706.67	433	1769.78	47.75	83.69	7	298890.31	37230	27801.14	3393.25	2258.96	186.67
0	grack	5	NA	4	21.7	6720.46	295.8	1369.3	60.5	288.38	14.33	171293.87	25128.2	10519.02	2629	2008.14	537.33
0	gream	5	NA	5	149.33	6433.39	257	1449.18	42.75	705.52	9	266539.81	35231	24154.13	3162.75	3239.42	354
1	greas	5	NA	3	259.82	9197.32	551	1488.03	51.25	753.12	8.67	298741.35	42455.8	30230.58	3431.25	4173.5	412.67
1	grese	5	NA	2	2.65	10816.51	343	2385.75	49.75	802.4	5.67	326642.52	46774	31842.41	5922.5	3744.55	590
0	gress	5	NA	8	49.63	9690.07	541.6	1550.65	38.75	496.8	7.33	275130.65	44253.2	27730.3	5918	4921.08	1298
1	grong	5	NA	2	99.14	7306.68	280.6	2267.25	54.5	572.34	10	204154.21	28989.4	27763.3	4915.25	1789.18	261
0	gront	5	NA	4	73	8899.39	331.6	1627.92	55.5	396.64	8.67	265789.2	33295.2	25968.9	4086	1737.66	299
1	grout	5	NA	3	113.19	7590.28	289.2	2174.49	45	1071.33	8.67	232026.56	29213.4	21440.57	2409.75	4199.35	358.33
0	gueds	5	NA	1	60.27	7786.46	534.4	573.69	38.75	102.66	4.67	230668.85	34140	12540.09	2409	395.65	74.67
0	guesh	5	NA	2	42.86	7330.87	272.6	628.78	23.5	102.33	2.33	246327.16	32383	13962.04	3878	594.09	134
1	heall	5	NA	1	1.31	8321.5	350.4	1918.39	49.75	509.71	8.33	297569.97	35290	48675.12	3389.75	5005.9	628.67
0	heant	5	NA	3	101.45	9326.27	377.4	1846.16	59.25	472.73	9.33	365335.51	38973.2	58904.13	3985.25	2717.77	519.33
0	heast	5	NA	5	109.68	8866.67	356.6	1993.07	55.75	528.16	9.67	360737.23	41369.2	52078.99	3690.5	3056.42	453.33
0	helow	5	NA	2	66.04	3538.32	249.6	459.31	29.5	139.07	4.33	270295.19	28694	40215.43	2308.75	1375.33	173.67
0	helph	5	NA	1	32.48	4582.07	271.6	351.02	25	48.17	3.33	251862.14	26768.6	34147.47	1717.75	645.2	68
1	hense	5	NA	6	55.68	8852.89	364.6	1484.52	42.25	214.09	4	367544.35	45821	50431.65	4000.25	2504.33	287.67
0	homen	5	NA	6	94.98	9898.38	441.4	1519.62	40.5	443.04	7	295710.78	32563.8	27796.43	3169.25	4740.92	518
1	hoper	5	NA	5	19.72	10704.85	451.6	2319.69	79.75	151.94	10.67	282118.56	32953.8	26836.18	4266	2470.16	463.67
1	hoten	5	NA	1	125.59	10398.23	452	1821.1	47.75	304.09	5.67	353604.64	37259	28585.27	4281.25	1710.54	315.67
1	hoter	5	NA	4	32.91	11489.38	467.8	3114.41	84.5	890.15	11.67	344840.98	37352.8	33725.22	5518	3897.07	831.33
0	hoths	5	NA	2	1.37	8832.97	543.6	461.43	29.25	54.91	4.67	293690	29439.6	40786.67	1439.75	1996.81	161
1	hould	5	NA	4	1208.27	11408.37	370.2	5220.79	38	3487.75	4.67	204437.52	22944	21285.26	1893.75	5735.82	122.33
0	houng	5	NA	2	224.62	9279.02	310.8	3880.16	50.75	986.69	8	211293.39	23954.6	27811.23	3924.25	3720.18	292.33
0	houth	5	NA	4	100.23	8899.12	344	2990.32	45.5	588.5	6.67	264525.62	22961.8	51311.75	2183.5	4387.89	285.67
0	icids	5	NA	1	6.19	6609.06	453.4	457.13	30.5	10.01	3.67	231526.17	38292.2	10119.72	1919.25	652.73	195.33
0	ideak	5	NA	2	85.85	4883.58	164.8	679.73	19	200.27	4.33	281208.34	36001.2	15490.64	2206.5	2185.92	260.67
1	ideat	5	NA	2	85.85	6736.92	200.4	805.9	20.75	362.77	4	353418.75	42630.2	25702.22	3914.25	3119.4	321.67
1	irone	5	NA	6	4.32	9820.41	347	1002.13	42	307.3	9	335891.26	44685	25728.05	4027.75	2827.77	318
0	itage	5	NA	2	105.96	7733.38	282.8	566.85	23.25	129.58	3	336938.88	41732.4	18030.19	2493.5	1677.26	352.33
0	jeart	5	NA	1	149.98	8685.02	342.6	1889.33	50.75	713.67	9.33	308727.35	36801.4	17396.51	2328.25	3356.09	317.67
0	kense	5	NA	4	75.48	8351.91	342.4	1288.48	36	205.43	3.67	324830.75	44357	23917.06	3659.5	1167.78	282
0	khash	5	NA	0	0	9316.42	248.2	588.86	35	39.66	6.67	233210.45	24524.8	21180.69	1715.25	1010.76	133.33
0	kince	5	NA	3	172.57	8315.38	331.6	1101.91	44.5	411.87	8	252241.2	35692	28282.69	4617	4115.47	618.67
1	kneet	5	NA	4	17.7	9848.19	357	500.29	28.75	79.88	5.67	350523.08	41827.4	13790.82	2111.5	1006.72	90.67
1	lacts	5	NA	5	16.19	6919.97	609.2	621.92	72	46.88	3.33	264874.86	36590.4	11890.41	2531	1852.03	260.67
